"filename", "language", "Java", "comment", "blank", "total"
"/Users/saugatsingh/Documents/Projects/Softwarica/class/src/main/java/com/example/demo/controller/PostController.java", "Java", 22, 0, 7, 29
"/Users/saugatsingh/Documents/Projects/Softwarica/class/src/main/java/com/example/demo/dto/commentDto/CommentRequestDto.java", "Java", 3, 0, 3, 6
"/Users/saugatsingh/Documents/Projects/Softwarica/class/src/main/java/com/example/demo/dto/commentDto/CommentResponseDto.java", "Java", 23, 0, 7, 30
"/Users/saugatsingh/Documents/Projects/Softwarica/class/src/main/java/com/example/demo/dto/postDto/PostRequestDto.java", "Java", 22, 0, 7, 29
"/Users/saugatsingh/Documents/Projects/Softwarica/class/src/main/java/com/example/demo/dto/postDto/PostResponseDto.java", "Java", 24, 0, 8, 32
"/Users/saugatsingh/Documents/Projects/Softwarica/class/src/main/java/com/example/demo/entities/Comment.java", "Java", 33, 0, 8, 41
"/Users/saugatsingh/Documents/Projects/Softwarica/class/src/main/java/com/example/demo/entities/Follow.java", "Java", 28, 0, 11, 39
"/Users/saugatsingh/Documents/Projects/Softwarica/class/src/main/java/com/example/demo/entities/Like.java", "Java", 27, 0, 9, 36
"/Users/saugatsingh/Documents/Projects/Softwarica/class/src/main/java/com/example/demo/entities/Post.java", "Java", 10, 0, 3, 13
"/Users/saugatsingh/Documents/Projects/Softwarica/class/src/main/java/com/example/demo/entities/User.java", "Java", 13, 0, 5, 18
"/Users/saugatsingh/Documents/Projects/Softwarica/class/src/main/java/com/example/demo/mappers/PostMapper.java", "Java", 14, 0, 8, 22
"/Users/saugatsingh/Documents/Projects/Softwarica/class/src/main/java/com/example/demo/repository/CommentRepository.java", "Java", 8, 0, 6, 14
"/Users/saugatsingh/Documents/Projects/Softwarica/class/src/main/java/com/example/demo/repository/FollowRepository.java", "Java", 5, 0, 5, 10
"/Users/saugatsingh/Documents/Projects/Softwarica/class/src/main/java/com/example/demo/repository/LikeRepository.java", "Java", 5, 0, 5, 10
"/Users/saugatsingh/Documents/Projects/Softwarica/class/src/main/java/com/example/demo/repository/PostRepository.java", "Java", 6, 0, 5, 11
"/Users/saugatsingh/Documents/Projects/Softwarica/class/src/main/java/com/example/demo/repository/UserRepository.java", "Java", 0, 0, -2, -2
"/Users/saugatsingh/Documents/Projects/Softwarica/class/src/main/java/com/example/demo/service/CommentService.java", "Java", 11, 0, 4, 15
"/Users/saugatsingh/Documents/Projects/Softwarica/class/src/main/java/com/example/demo/service/FollowService.java", "Java", 10, 0, 4, 14
"/Users/saugatsingh/Documents/Projects/Softwarica/class/src/main/java/com/example/demo/service/LikeService.java", "Java", 11, 0, 5, 16
"/Users/saugatsingh/Documents/Projects/Softwarica/class/src/main/java/com/example/demo/service/PostService.java", "Java", 13, 0, 4, 17
"/Users/saugatsingh/Documents/Projects/Softwarica/class/src/main/java/com/example/demo/service/UserService.java", "Java", 2, 0, 0, 2
"/Users/saugatsingh/Documents/Projects/Softwarica/class/src/main/java/com/example/demo/service/serviceImpl/CommentServiceImpl.java", "Java", 38, 0, 12, 50
"/Users/saugatsingh/Documents/Projects/Softwarica/class/src/main/java/com/example/demo/service/serviceImpl/LikeServiceImpl.java", "Java", 29, 0, 11, 40
"/Users/saugatsingh/Documents/Projects/Softwarica/class/src/main/java/com/example/demo/service/serviceImpl/PostServiceImpl.java", "Java", 62, 0, 13, 75
"/Users/saugatsingh/Documents/Projects/Softwarica/class/src/main/java/com/example/demo/service/serviceImpl/UserServiceImpl.java", "Java", 4, 0, 1, 5
"Total", "-", 423, 0, 149, 572